"0",NULL,NULL,"5"
"1",NULL,NULL,"1"
"2",NULL,NULL,"13"
"3",NULL,NULL,"2"
"4",NULL,NULL,"3"
"5",NULL,NULL,"5"
"6",NULL,NULL,"2"
"7",NULL,NULL,"7"
"8",NULL,NULL,"9"
"9",NULL,NULL,"7"
"10",NULL,NULL,"3"
"11",NULL,NULL,"3"
"12",NULL,NULL,"3"
"13",NULL,NULL,"2"
"14",NULL,NULL,"1"
"15",NULL,NULL,"2"
"16",NULL,NULL,"1"
"17",NULL,NULL,"1"
"18",NULL,NULL,"2"
"19",NULL,NULL,"3"
"20",NULL,NULL,"4"
"21",NULL,NULL,"3"
"22",NULL,NULL,"1"
"23",NULL,NULL,"1"
"24",NULL,NULL,"1"
"25",NULL,NULL,"1"
"26",NULL,NULL,"6"
"27",NULL,NULL,"8"
"28",NULL,NULL,"4"
"29",NULL,NULL,"2"
"30",NULL,NULL,"10"
"31",NULL,NULL,"3"
"32",NULL,NULL,"1"
"33",NULL,NULL,"2"
"34",NULL,NULL,"3"
"35",NULL,NULL,"4"
"36",NULL,NULL,"1"
"37",NULL,NULL,"2"
"38",NULL,NULL,"1"
"39",NULL,NULL,"1"
"40",NULL,NULL,"8"
"41",NULL,NULL,"6"
"42",NULL,NULL,"7"
"43",NULL,NULL,"5"
"44",NULL,NULL,"2"
"45",NULL,NULL,"4"
"46",NULL,NULL,"1"
"47",NULL,NULL,"2"
"48",NULL,NULL,"4"
"49",NULL,NULL,"3"
"50",NULL,NULL,"6"
"51",NULL,NULL,"3"
"52",NULL,NULL,"1"
"53",NULL,NULL,"0"
"54",NULL,NULL,"0"
"55",NULL,NULL,"0"
"56",NULL,NULL,"0"
"57",NULL,NULL,"0"
"58",NULL,NULL,"0"
"59",NULL,NULL,"0"
"60",NULL,NULL,"0"
"61",NULL,NULL,"0"
"62",NULL,NULL,"0"
"63",NULL,NULL,"0"
"64",NULL,NULL,"0"
"65",NULL,NULL,"0"
"66",NULL,NULL,"0"
"67",NULL,NULL,"0"
"68",NULL,NULL,"0"
"69",NULL,NULL,"0"
"70",NULL,NULL,"0"
"71",NULL,NULL,"0"
"72",NULL,NULL,"0"
"73",NULL,NULL,"0"
"74",NULL,NULL,"0"
"75",NULL,NULL,"0"
"76",NULL,NULL,"0"
"77",NULL,NULL,"0"
"78",NULL,NULL,"0"
"79",NULL,NULL,"0"
"80",NULL,NULL,"0"
"81",NULL,NULL,"0"
"82",NULL,NULL,"0"
"83",NULL,NULL,"0"
"84",NULL,NULL,"0"
"85",NULL,NULL,"0"
"86",NULL,NULL,"0"
"87",NULL,NULL,"0"
"88",NULL,NULL,"0"
"89",NULL,NULL,"0"
"90",NULL,NULL,"0"
"91",NULL,NULL,"0"
"92",NULL,NULL,"0"
"93",NULL,NULL,"0"
"94",NULL,NULL,"0"
"95",NULL,NULL,"0"
"96",NULL,NULL,"0"
"97",NULL,NULL,"0"
"98",NULL,NULL,"0"
"99",NULL,NULL,"0"
"100",NULL,NULL,"0"
"101",NULL,NULL,"0"
"102",NULL,NULL,"0"
"103",NULL,NULL,"0"
"104",NULL,NULL,"0"
"105",NULL,NULL,"0"
"106",NULL,NULL,"0"
"107",NULL,NULL,"0"
"108",NULL,NULL,"0"
"109",NULL,NULL,"0"
"110",NULL,NULL,"0"
"111",NULL,NULL,"0"
"112",NULL,NULL,"0"
"113",NULL,NULL,"0"
"114",NULL,NULL,"0"
"115",NULL,NULL,"0"
"116",NULL,NULL,"0"
"117",NULL,NULL,"0"
"118",NULL,NULL,"0"
"119",NULL,NULL,"0"
"120",NULL,NULL,"0"
"121",NULL,NULL,"0"
"122",NULL,NULL,"0"
"123",NULL,NULL,"0"
"124",NULL,NULL,"0"
"125",NULL,NULL,"0"
"126",NULL,NULL,"0"
"127",NULL,NULL,"0"
"128",NULL,NULL,"0"
"129",NULL,NULL,"0"
"130",NULL,NULL,"0"
"131",NULL,NULL,"0"
"132",NULL,NULL,"0"
"133",NULL,NULL,"0"
"134",NULL,NULL,"0"
"135",NULL,NULL,"0"
"136",NULL,NULL,"0"
"137",NULL,NULL,"0"
"138",NULL,NULL,"0"
"139",NULL,NULL,"0"
"140",NULL,NULL,"0"
"141",NULL,NULL,"0"
"142",NULL,NULL,"0"
"143",NULL,NULL,"0"
"144",NULL,NULL,"0"
"145",NULL,NULL,"0"
"146",NULL,NULL,"0"
"147",NULL,NULL,"0"
"148",NULL,NULL,"0"
"149",NULL,NULL,"0"
"150",NULL,NULL,"0"
"151",NULL,NULL,"0"
"152",NULL,NULL,"0"
"153",NULL,NULL,"0"
"154",NULL,NULL,"0"
"155",NULL,NULL,"0"
"156",NULL,NULL,"0"
"157",NULL,NULL,"0"
"158",NULL,NULL,"0"
"159",NULL,NULL,"0"
"160",NULL,NULL,"4"
"161",NULL,NULL,"9"
"162",NULL,NULL,"10"
"163",NULL,NULL,"1"
"164",NULL,NULL,"1"
"165",NULL,NULL,"6"
"166",NULL,NULL,"0"
"167",NULL,NULL,"2"
"168",NULL,NULL,"1"
"169",NULL,NULL,"3"
"170",NULL,NULL,"1"
"171",NULL,NULL,"3"
"172",NULL,NULL,"4"
"173",NULL,NULL,"9"
"174",NULL,NULL,"2"
"175",NULL,NULL,"1"
"176",NULL,NULL,"3"
"177",NULL,NULL,"3"
"178",NULL,NULL,"2"
"179",NULL,NULL,"6"
"180",NULL,NULL,"2"
"181",NULL,NULL,"0"
"182",NULL,NULL,"1"
"183",NULL,NULL,"2"
"184",NULL,NULL,"3"
"185",NULL,NULL,"1"
"186",NULL,NULL,"1"
