"0",NULL,NULL,"8"
"1",NULL,NULL,"12"
"2",NULL,NULL,"2"
"3",NULL,NULL,"3"
"4",NULL,NULL,"1"
"5",NULL,NULL,"3"
"6",NULL,NULL,"6"
"7",NULL,NULL,"4"
"8",NULL,NULL,"6"
"9",NULL,NULL,"5"
"10",NULL,NULL,"2"
"11",NULL,NULL,"4"
"12",NULL,NULL,"4"
"13",NULL,NULL,"1"
"14",NULL,NULL,"1"
"15",NULL,NULL,"1"
"16",NULL,NULL,"1"
"17",NULL,NULL,"1"
"18",NULL,NULL,"1"
"19",NULL,NULL,"3"
"20",NULL,NULL,"2"
"21",NULL,NULL,"0"
"22",NULL,NULL,"6"
"23",NULL,NULL,"2"
"24",NULL,NULL,"6"
"25",NULL,NULL,"1"
"26",NULL,NULL,"0"
"27",NULL,NULL,"0"
"28",NULL,NULL,"0"
"29",NULL,NULL,"0"
"30",NULL,NULL,"0"
"31",NULL,NULL,"0"
"32",NULL,NULL,"10"
"33",NULL,NULL,"0"
"34",NULL,NULL,"0"
"35",NULL,NULL,"2"
"36",NULL,NULL,"0"
"37",NULL,NULL,"0"
"38",NULL,NULL,"1"
"39",NULL,NULL,"2"
"40",NULL,NULL,"2"
"41",NULL,NULL,"1"
"42",NULL,NULL,"2"
"43",NULL,NULL,"0"
"44",NULL,NULL,"0"
"45",NULL,NULL,"0"
"46",NULL,NULL,"0"
"47",NULL,NULL,"0"
"48",NULL,NULL,"1"
"49",NULL,NULL,"0"
"50",NULL,NULL,"0"
"51",NULL,NULL,"0"
"52",NULL,NULL,"5"
"53",NULL,NULL,"8"
"54",NULL,NULL,"0"
"55",NULL,"1","34"
"56",NULL,NULL,"2"
"57",NULL,NULL,"2"
"58",NULL,NULL,"1"
"59",NULL,NULL,"7"
"60",NULL,NULL,"2"
"61",NULL,NULL,"1"
"62",NULL,NULL,"1"
"63",NULL,NULL,"5"
"64",NULL,NULL,"1"
"65",NULL,NULL,"2"
"66",NULL,NULL,"5"
"67",NULL,NULL,"1"
"68",NULL,NULL,"1"
"69",NULL,NULL,"10"
"70",NULL,NULL,"5"
"71",NULL,NULL,"1"
"72",NULL,NULL,"2"
"73",NULL,NULL,"3"
"74",NULL,NULL,"3"
"75",NULL,NULL,"8"
"76",NULL,NULL,"2"
"77",NULL,NULL,"2"
"78",NULL,NULL,"13"
"79",NULL,NULL,"2"
"80",NULL,NULL,"10"
"81",NULL,NULL,"2"
"82",NULL,NULL,"3"
"83",NULL,NULL,"3"
"84",NULL,NULL,"8"
"85",NULL,NULL,"3"
"86",NULL,NULL,"1"
"87",NULL,NULL,"6"
"88",NULL,NULL,"4"
"89",NULL,NULL,"8"
"90",NULL,NULL,"3"
"91",NULL,NULL,"5"
"92",NULL,NULL,"8"
"93",NULL,NULL,"3"
"94",NULL,NULL,"2"
"95",NULL,NULL,"7"
"96",NULL,NULL,"1"
"97",NULL,NULL,"8"
"98",NULL,NULL,"8"
"99",NULL,NULL,"4"
"100",NULL,NULL,"3"
"101",NULL,NULL,"2"
"102",NULL,NULL,"5"
"103",NULL,NULL,"3"
"104",NULL,NULL,"1"
"105",NULL,NULL,"8"
"106",NULL,NULL,"4"
"107",NULL,NULL,"2"
"108",NULL,NULL,"8"
"109",NULL,NULL,"14"
"110",NULL,NULL,"3"
"111",NULL,NULL,"1"
"112",NULL,NULL,"6"
"113",NULL,NULL,"4"
"114",NULL,NULL,"1"
"115",NULL,NULL,"7"
"116",NULL,NULL,"3"
"117",NULL,NULL,"7"
"118",NULL,NULL,"2"
"119",NULL,NULL,"1"
"120",NULL,NULL,"1"
"121",NULL,NULL,"6"
"122",NULL,NULL,"4"
"123",NULL,NULL,"1"
"124",NULL,NULL,"9"
"125",NULL,NULL,"2"
"126",NULL,NULL,"3"
"127",NULL,NULL,"9"
"128",NULL,NULL,"2"
"129",NULL,NULL,"8"
"130",NULL,NULL,"1"
"131",NULL,NULL,"9"
"132",NULL,NULL,"7"
"133",NULL,NULL,"2"
"134",NULL,NULL,"8"
"135",NULL,NULL,"4"
"136",NULL,NULL,"5"
"137",NULL,NULL,"5"
"138",NULL,NULL,"5"
"139",NULL,NULL,"6"
"140",NULL,NULL,"7"
"141",NULL,NULL,"1"
"142",NULL,NULL,"10"
"143",NULL,NULL,"1"
"144",NULL,NULL,"7"
"145",NULL,NULL,"7"
"146",NULL,NULL,"11"
"147",NULL,NULL,"10"
"148",NULL,NULL,"10"
"149",NULL,NULL,"5"
"150",NULL,NULL,"1"
"151",NULL,NULL,"1"
"152",NULL,NULL,"1"
"153",NULL,NULL,"6"
"154",NULL,NULL,"1"
"155",NULL,NULL,"8"
"156",NULL,NULL,"7"
