"0",NULL,NULL,"7"
"1",NULL,NULL,"5"
"2",NULL,NULL,"0"
"3",NULL,NULL,"1"
"4",NULL,NULL,"1"
"5",NULL,NULL,"6"
"6",NULL,NULL,"2"
"7",NULL,NULL,"1"
"8",NULL,NULL,"2"
"9",NULL,NULL,"1"
"10",NULL,NULL,"1"
"11",NULL,NULL,"2"
"12",NULL,NULL,"1"
"13",NULL,NULL,"0"
"14",NULL,NULL,"1"
"15",NULL,NULL,"0"
"16",NULL,NULL,"1"
"17",NULL,NULL,"1"
"18",NULL,NULL,"2"
"19",NULL,NULL,"1"
"20",NULL,NULL,"1"
"21",NULL,NULL,"1"
"22",NULL,NULL,"2"
"23",NULL,NULL,"1"
"24",NULL,NULL,"3"
"25",NULL,NULL,"2"
"26",NULL,NULL,"2"
"27",NULL,NULL,"4"
"28",NULL,NULL,"2"
"29",NULL,NULL,"2"
"30",NULL,NULL,"1"
"31",NULL,NULL,"3"
"32",NULL,NULL,"2"
"33",NULL,NULL,"1"
"34",NULL,NULL,"1"
"35",NULL,NULL,"1"
"36",NULL,NULL,"1"
"37",NULL,NULL,"1"
"38",NULL,NULL,"2"
"39",NULL,NULL,"1"
"40",NULL,NULL,"1"
"41",NULL,NULL,"1"
"42",NULL,NULL,"3"
"43",NULL,NULL,"1"
"44",NULL,NULL,"0"
"45",NULL,NULL,"1"
"46",NULL,NULL,"4"
"47",NULL,NULL,"2"
"48",NULL,NULL,"1"
"49",NULL,NULL,"2"
"50",NULL,NULL,"1"
"51",NULL,NULL,"1"
"52",NULL,NULL,"1"
"53",NULL,NULL,"1"
"54",NULL,NULL,"0"
"55",NULL,NULL,"0"
"56",NULL,NULL,"0"
"57",NULL,NULL,"0"
"58",NULL,NULL,"0"
"59",NULL,NULL,"1"
"60",NULL,NULL,"8"
"61",NULL,NULL,"0"
"62",NULL,NULL,"1"
"63",NULL,NULL,"1"
"64",NULL,NULL,"1"
"65",NULL,NULL,"0"
"66",NULL,NULL,"0"
"67",NULL,NULL,"1"
"68",NULL,NULL,"0"
"69",NULL,NULL,"0"
"70",NULL,NULL,"0"
"71",NULL,NULL,"0"
"72",NULL,NULL,"0"
"73",NULL,NULL,"0"
"74",NULL,NULL,"0"
"75",NULL,NULL,"0"
"76",NULL,NULL,"0"
"77",NULL,NULL,"0"
"78",NULL,NULL,"0"
"79",NULL,NULL,"1"
"80",NULL,"1","3"
"81",NULL,NULL,"1"
"82",NULL,NULL,"1"
"83",NULL,NULL,"1"
"84",NULL,NULL,"2"
"85",NULL,NULL,"3"
"86",NULL,NULL,"2"
"87",NULL,NULL,"2"
"88",NULL,NULL,"3"
"89",NULL,NULL,"1"
"90",NULL,NULL,"0"
"91",NULL,NULL,"1"
"92",NULL,"1","3"
"93",NULL,NULL,"1"
"94",NULL,NULL,"1"
"95",NULL,NULL,"1"
"96",NULL,NULL,"1"
"97",NULL,NULL,"1"
"98",NULL,NULL,"2"
"99",NULL,NULL,"2"
"100",NULL,NULL,"1"
"101",NULL,NULL,"5"
"102",NULL,NULL,"8"
"103",NULL,NULL,"1"
"104",NULL,NULL,"1"
"105",NULL,NULL,"1"
"106",NULL,NULL,"0"
"107",NULL,NULL,"1"
"108",NULL,NULL,"0"
"109",NULL,NULL,"0"
"110",NULL,NULL,"1"
"111",NULL,NULL,"0"
"112",NULL,NULL,"1"
"113",NULL,NULL,"1"
"114",NULL,NULL,"2"
"115",NULL,NULL,"1"
"116",NULL,NULL,"1"
"117",NULL,NULL,"4"
"118",NULL,NULL,"0"
"119",NULL,NULL,"0"
"120",NULL,NULL,"1"
"121",NULL,NULL,"1"
"122",NULL,NULL,"1"
"123",NULL,NULL,"1"
"124",NULL,NULL,"2"
"125",NULL,NULL,"2"
"126",NULL,NULL,"1"
"127",NULL,NULL,"1"
"128",NULL,NULL,"0"
"129",NULL,NULL,"0"
"130",NULL,NULL,"11"
"131",NULL,NULL,"0"
"132",NULL,NULL,"0"
"133",NULL,NULL,"0"
"134",NULL,NULL,"0"
"135",NULL,NULL,"6"
"136",NULL,NULL,"1"
"137",NULL,NULL,"1"
"138",NULL,NULL,"2"
"139","Y",NULL,"9"
"140",NULL,NULL,"2"
"141",NULL,NULL,"1"
"142",NULL,NULL,"4"
"143",NULL,NULL,"3"
"144",NULL,NULL,"4"
"145",NULL,NULL,"1"
"146",NULL,NULL,"1"
"147",NULL,NULL,"1"
"148",NULL,NULL,"2"
"149",NULL,NULL,"9"
"150",NULL,NULL,"1"
"151",NULL,NULL,"3"
"152",NULL,NULL,"1"
"153",NULL,NULL,"1"
"154",NULL,NULL,"5"
"155",NULL,NULL,"2"
"156",NULL,NULL,"4"
"157",NULL,NULL,"1"
"158",NULL,NULL,"3"
"159",NULL,NULL,"1"
"160",NULL,NULL,"1"
"161",NULL,NULL,"0"
"162",NULL,NULL,"1"
"163",NULL,NULL,"1"
"164",NULL,NULL,"1"
"165",NULL,NULL,"1"
"166",NULL,NULL,"0"
"167",NULL,NULL,"0"
"168",NULL,NULL,"1"
"169",NULL,NULL,"0"
"170",NULL,NULL,"0"
"171",NULL,NULL,"0"
"172",NULL,NULL,"0"
"173",NULL,NULL,"0"
"174",NULL,NULL,"0"
"175",NULL,NULL,"0"
"176",NULL,NULL,"0"
"177",NULL,NULL,"0"
"178",NULL,NULL,"0"
"179",NULL,NULL,"0"
"180",NULL,NULL,"0"
"181",NULL,NULL,"0"
"182",NULL,NULL,"0"
"183",NULL,NULL,"1"
"184",NULL,NULL,"2"
