"0",NULL,NULL,"6"
"1",NULL,NULL,"7"
"2",NULL,NULL,"1"
"3",NULL,NULL,"7"
"4",NULL,NULL,"1"
"5",NULL,NULL,"3"
"6",NULL,NULL,"2"
"7",NULL,NULL,"5"
"8",NULL,NULL,"2"
"9",NULL,NULL,"3"
"10",NULL,NULL,"2"
"11",NULL,NULL,"2"
"12",NULL,NULL,"8"
"13",NULL,NULL,"7"
"14",NULL,NULL,"2"
"15",NULL,NULL,"2"
"16",NULL,NULL,"5"
"17",NULL,NULL,"2"
"18",NULL,NULL,"1"
"19",NULL,NULL,"1"
"20",NULL,NULL,"1"
"21",NULL,NULL,"1"
"22",NULL,NULL,"1"
"23",NULL,NULL,"2"
"24",NULL,NULL,"6"
"25",NULL,NULL,"2"
"26",NULL,NULL,"0"
"27",NULL,NULL,"0"
"28",NULL,NULL,"0"
"29",NULL,NULL,"0"
"30",NULL,NULL,"0"
"31",NULL,NULL,"0"
"32",NULL,NULL,"0"
"33",NULL,NULL,"0"
"34",NULL,NULL,"0"
"35",NULL,NULL,"0"
"36",NULL,NULL,"8"
"37",NULL,NULL,"0"
"38",NULL,NULL,"0"
"39",NULL,NULL,"1"
"40",NULL,NULL,"0"
"41",NULL,NULL,"0"
"42",NULL,NULL,"0"
"43",NULL,NULL,"0"
"44",NULL,NULL,"0"
"45",NULL,NULL,"2"
"46",NULL,NULL,"0"
"47",NULL,NULL,"0"
"48",NULL,NULL,"0"
"49",NULL,NULL,"0"
"50",NULL,NULL,"7"
"51",NULL,NULL,"0"
"52",NULL,NULL,"5"
"53",NULL,NULL,"2"
"54",NULL,NULL,"8"
"55",NULL,NULL,"3"
"56",NULL,NULL,"3"
"57",NULL,NULL,"8"
"58",NULL,NULL,"1"
"59",NULL,NULL,"3"
"60",NULL,NULL,"2"
"61",NULL,NULL,"9"
"62",NULL,NULL,"3"
"63",NULL,NULL,"3"
"64",NULL,NULL,"6"
"65",NULL,NULL,"6"
"66",NULL,NULL,"2"
"67",NULL,NULL,"2"
"68",NULL,NULL,"1"
"69",NULL,NULL,"2"
"70",NULL,NULL,"4"
"71",NULL,NULL,"2"
"72",NULL,NULL,"1"
"73",NULL,NULL,"2"
"74",NULL,NULL,"1"
"75",NULL,NULL,"2"
"76",NULL,NULL,"1"
"77",NULL,NULL,"1"
"78",NULL,NULL,"1"
"79",NULL,NULL,"3"
"80",NULL,NULL,"2"
"81",NULL,NULL,"2"
"82",NULL,NULL,"8"
"83",NULL,NULL,"2"
"84",NULL,NULL,"2"
"85",NULL,NULL,"1"
"86",NULL,NULL,"14"
"87",NULL,NULL,"8"
"88",NULL,NULL,"5"
"89",NULL,NULL,"2"
"90",NULL,NULL,"5"
"91",NULL,NULL,"3"
"92",NULL,NULL,"3"
"93",NULL,NULL,"2"
"94",NULL,NULL,"7"
"95",NULL,NULL,"6"
"96",NULL,NULL,"1"
"97",NULL,NULL,"1"
"98",NULL,NULL,"1"
"99",NULL,NULL,"7"
"100",NULL,NULL,"2"
"101",NULL,NULL,"2"
"102",NULL,NULL,"8"
"103",NULL,NULL,"2"
"104",NULL,NULL,"1"
"105",NULL,NULL,"1"
"106",NULL,NULL,"1"
"107",NULL,NULL,"8"
"108",NULL,NULL,"7"
"109",NULL,NULL,"1"
"110",NULL,NULL,"2"
"111",NULL,NULL,"7"
"112",NULL,NULL,"6"
"113",NULL,NULL,"7"
"114",NULL,NULL,"1"
"115",NULL,NULL,"3"
"116",NULL,NULL,"2"
"117",NULL,NULL,"1"
"118",NULL,NULL,"1"
"119",NULL,NULL,"2"
"120",NULL,NULL,"1"
"121",NULL,NULL,"4"
"122",NULL,NULL,"10"
"123",NULL,NULL,"2"
"124",NULL,NULL,"5"
"125",NULL,NULL,"3"
"126",NULL,NULL,"2"
"127",NULL,NULL,"8"
"128",NULL,NULL,"5"
"129",NULL,NULL,"4"
"130",NULL,NULL,"2"
"131",NULL,NULL,"3"
"132",NULL,NULL,"1"
"133",NULL,NULL,"1"
"134",NULL,NULL,"1"
"135",NULL,NULL,"5"
"136",NULL,NULL,"4"
"137",NULL,NULL,"2"
"138",NULL,NULL,"2"
"139",NULL,NULL,"1"
"140",NULL,NULL,"3"
"141",NULL,NULL,"2"
"142",NULL,NULL,"2"
"143",NULL,NULL,"2"
"144",NULL,NULL,"3"
"145",NULL,NULL,"2"
"146",NULL,NULL,"2"
"147",NULL,NULL,"3"
"148",NULL,NULL,"6"
"149",NULL,NULL,"3"
"150",NULL,NULL,"10"
"151",NULL,NULL,"2"
"152",NULL,NULL,"3"
"153",NULL,NULL,"2"
"154",NULL,NULL,"1"
"155",NULL,NULL,"2"
"156",NULL,NULL,"1"
"157",NULL,NULL,"1"
"158",NULL,NULL,"3"
